ID,Name,Address,Birth Date,City,Created At,Email,Latitude,Longitude,Password,Source,State,Zip
670,Syble Collier,195 Kornegay Road,1995-08-17,De Queen,2018-05-21T19:50:00.624,collier.syble@gmail.com,33.9628991,-94.4645876,db1999f1-ce1b-41bc-8a14-94f5c502e4c8,Organic,AR,71832
671,Hollie Schaefer,791 East Eden Road,1969-09-02,Great Falls,2018-02-06T00:01:32.123,schaefer-hollie@hotmail.com,47.252835,-111.2510361,be39726e-16fd-405c-af58-5eaae6153434,Organic,MT,59405
672,Robin Flatley,238 Prewitt Road Extension,1966-02-27,Pontotoc,2016-06-05T07:06:45.608,flatley.robin@gmail.com,34.254886,-88.9181922,b406f5fb-617a-48aa-bc74-60b84962e161,Affiliate,MS,38863
673,Lorena Predovic,10601 Bartolotti Loop,1961-07-23,Seffner,2016-06-26T10:46:10.51,lorena-predovic@gmail.com,28.0166763,-82.3265856,771d5d19-8286-41f0-9bca-2abcc2873a66,Affiliate,FL,33584
674,Evelyn Hahn,1435 Rake Avenue,1981-02-12,Goodell,2018-06-08T00:19:43.163,evelyn-hahn@hotmail.com,42.9727314,-93.6407687,f3bf242a-e8f0-4295-adba-c60b2cd2bf55,Twitter,IA,50439
675,Zelda Beatty,1313 Road G,1968-10-01,York,2018-04-15T19:16:29.554,zelda-beatty@gmail.com,40.8830528,-97.711072,f7b90a69-9181-4599-98e9-ff7f502f64a3,Facebook,NE,68467
676,Aditya Schoen,2511-2585 County Road 97,1961-02-18,Muleshoe,2018-07-16T14:52:24.249,aditya-schoen@gmail.com,33.9453372,-102.8765466,33d800cb-914d-4ee0-abc4-4aa8b9001126,Google,TX,79347
677,Brown Blick,3151 Lashley Road,1998-12-04,Alexander City,2018-10-04T14:05:37.42,brown-blick@hotmail.com,33.028728,-85.82033799999999,9ea465b2-75cc-4d87-a780-dddb018e5465,Organic,AL,35010
678,Laverne Stanton,3 3 Saints Avenue,1985-04-25,Old Harbor,2016-04-25T10:53:29.395,stanton-laverne@hotmail.com,57.2031043,-153.3069441,f796e596-7932-4036-a739-97d3028865c3,Google,AK,99643
679,Theodora Mertz,1201-1245 320th Street,1997-06-06,Britt,2016-08-07T06:14:30.327,theodora-mertz@gmail.com,43.2271856,-93.7495422,1ec290c7-4c98-4984-a80b-8ef66615e0ff,Google,IA,50423
680,Alfonzo Hansen,1655 Oates Road,1979-04-03,Tawas City,2019-03-14T14:26:19.132,alfonzo-hansen@gmail.com,44.234764,-83.5723488,14ab5eff-0818-48cd-aecf-38dbd60cf03c,Facebook,MI,48763
681,Myrtice Harris,2368 2nd New Hampshire Turnpike North,1963-09-26,Deering,2019-03-25T11:26:27.217,harris-myrtice@gmail.com,43.05741829999999,-71.9011538,f5a4f1f3-3ed4-43ea-87da-7fa25cde75a0,Twitter,NH,03244
682,Annetta Predovic,14400 Bullard Road,1974-10-04,Buffalo,2018-10-01T10:38:48.005,predovic.annetta@hotmail.com,39.8053478,-89.38065110000001,9af2d662-0fb8-4ffb-9b54-0c838b3107ba,Affiliate,IL,62515
683,Reuben Koelpin,9832 Reams Road,1982-11-03,South Fulton,2019-01-11T21:37:27.09,reuben-koelpin@yahoo.com,36.464025,-88.82106499999999,88989221-0d8d-42ab-9cf3-66b3c34f95cf,Organic,TN,38257
684,Jacklyn Gorczany,298 County 41 Northwest,1980-06-30,Backus,2018-02-16T08:34:53.832,gorczany.jacklyn@yahoo.com,46.81518,-94.628722,1050e56c-8dcd-4045-8e63-b285b0c77c36,Organic,MN,56435
685,Noel Tillman,8565 Gratitude Trail,1958-05-30,Plano,2019-03-03T23:36:22.885,tillman.noel@yahoo.com,33.0933287,-96.80106560000002,bb6c13e6-626b-487d-a544-fb2d5518a43d,Google,TX,75024
686,Dortha White,5463 Carter Road,1972-08-13,Floweree,2017-01-25T18:01:20.896,white-dortha@yahoo.com,47.7854307,-111.07975,a131d4f0-fd06-4fd1-8bfc-0395760d87d8,Organic,MT,59440
687,Jamar Hickle,1104 Summer Street,1975-07-13,Anaktuvuk Pass,2019-02-02T17:03:04.595,jamar-hickle@yahoo.com,68.1407585,-151.7337144,239e1bc4-7e19-48f8-8436-5c989961ed34,Google,AK,99721
688,Omari Homenick,140-148 County Road 507,1960-11-07,East Prairie,2018-05-08T07:56:47.551,homenick-omari@hotmail.com,36.6480556,-89.20687989999999,db6c6a13-4b64-4754-a8c6-461514687f77,Affiliate,MO,63845
689,Fern Carter,4467 Wildway Road,1966-03-17,Appomattox,2018-08-19T01:05:36.268,carter-fern@hotmail.com,37.466346,-78.787437,8dd0bc8b-9553-49ff-817c-9f1ac8daeb95,Organic,VA,24522
690,Giovani Thompson,1-799 Smith Road,1992-09-10,Brimfield,2016-10-09T17:15:36.165,giovani-thompson@hotmail.com,42.1816833,-72.2562806,7cf2c426-17a5-4b28-a5f7-0a163bf83888,Twitter,MA,01010
691,Don Bosco,4327 North Road,1975-12-28,Red Bud,2019-04-12T23:03:40.918,bosco.don@gmail.com,38.23524500000001,-89.9299319,c9107e08-0c33-42c2-a6c7-2e90f3369d1f,Affiliate,IL,62278
692,Janiya Lockman,14951 44th Lane Northwest,1968-11-29,Williston,2018-02-03T16:04:56.727,lockman-janiya@hotmail.com,48.0768505,-103.9195978,a5c0561f-f5b5-448f-8a72-166ac426ced6,Google,ND,58801
693,Margot Keeling,298-1500 Miami Trace Road Northwest,1966-01-23,Washington Court House,2018-04-11T19:50:03.057,margot.keeling@gmail.com,39.5134118,-83.5542948,9133c4fe-c71b-40b6-8904-b4eeffe42703,Organic,OH,43160
694,Unique Jerde,500 Harvey Point Lane,1976-08-17,Ewing,2018-06-22T14:45:35.847,unique.jerde@yahoo.com,38.3767066,-83.86546,475aafdb-b142-4d33-ac87-55d916813607,Organic,KY,41039
695,Nyasia Sporer,1580 Honeycutt Road,1983-02-07,Clinton,2018-05-09T06:56:36.515,sporer-nyasia@hotmail.com,35.0987129,-78.44406599999999,d8ff8d96-c033-46a4-be71-c0e5a2f0938c,Twitter,NC,28328
696,Aidan Rodriguez,701 Columbia Lane,1972-01-06,Provo,2017-11-12T15:11:40.996,aidan.rodriguez@gmail.com,40.2518581,-111.6709749,fe498c46-ba6e-4a56-944f-2ac1f31c7ead,Google,UT,84604
697,Delta Jerde,421 Russell Cave Road,1991-11-18,Paris,2018-04-21T03:35:49.586,delta.jerde@gmail.com,38.2357129,-84.3932788,4b761810-2395-4bc9-8965-854e635741d8,Organic,KY,40361
698,Amanda Mosciski,601-999 Center Street,1997-02-06,Jessup,2017-08-25T03:55:47.745,amanda-mosciski@yahoo.com,41.46980569999999,-75.56494649999999,864ad278-bf79-4056-9983-90e67cc11508,Organic,PA,18434
699,Brielle Kertzmann,6309 North 24th Street,1971-07-18,Quincy,2016-04-30T01:36:21.108,brielle.kertzmann@gmail.com,40.007307,-91.379312,6d3d0b86-b19d-4ffe-a53b-e618ecdbfc21,Twitter,IL,62305
700,Ezequiel Turcotte,5764-5768 Carpenter Avenue West,1975-11-20,Forest River,2018-06-29T14:55:17.953,turcotte-ezequiel@yahoo.com,48.2478274,-97.4702992,9ba989b2-2010-4274-ad62-b5e3b98d3eff,Twitter,ND,58233
701,Pablo Lind,4450 County Road 1707,1962-10-04,Jacksonville,2018-01-31T18:20:22.028,lind-pablo@gmail.com,31.8534425,-95.2631505,cbd714d7-c462-4a3f-b1d2-34723695c469,Facebook,TX,75766
702,Nyasia Jakubowski,1823 Northeast 55th Avenue,1990-11-24,Portland,2017-05-14T20:39:47.919,jakubowski.nyasia@yahoo.com,45.53608759999999,-122.6070854,52f58869-5ad0-4228-9607-ec05bec353aa,Twitter,OR,97213
703,Lilliana Parker,187 Atkins Road,1966-10-28,Roulette,2016-08-12T00:31:00.309,parker-lilliana@yahoo.com,41.8130925,-78.1391026,a4d90475-0366-4e23-ad52-da6328036703,Facebook,PA,16746
704,Stanley Stanton,7705-8103 U.S. 77 Alternate,1975-08-30,Goliad,2019-01-27T20:17:15.1,stanton.stanley@gmail.com,28.7773258,-97.38853019999999,8477361e-08ac-4dfd-a49c-8393b1d0736e,Affiliate,TX,77963
705,Andres Kessler,714 Heath Lane,1981-03-10,Mayfield,2016-12-10T22:03:59.536,kessler.andres@gmail.com,36.798081,-88.5468652,e6023670-65a7-4574-b461-264b20c8fdc3,Google,KY,42066
706,Ladarius Hyatt,9998 Ambler Avenue,1994-10-10,Ambler,2017-07-19T01:49:23.162,ladarius-hyatt@yahoo.com,67.08449519999999,-157.8628762,4a533209-a6fa-4414-8952-77c718e3c668,Facebook,AK,99786
707,Thad Kuvalis,7947-7949 Harrington Flat Road,1996-08-24,Kelseyville,2017-04-27T01:27:12.97,kuvalis-thad@gmail.com,38.8718307,-122.7625342,42af8bb6-382a-4aae-af5a-5041cf8db24d,Google,CA,95451
708,Davin Jewess,2779 Sunaire Avenue,1958-07-29,Williams,2017-02-17T03:36:02.16,jewess-davin@gmail.com,35.6170622,-112.2642372,1152fbe2-4e5a-429a-8594-d20650ac36a3,Facebook,AZ,86046
709,Erick O'Keefe,44600 Brownlee-Oxbow Highway,1987-12-23,Oxbow,2018-12-05T18:46:27.868,erick.keefe.o@gmail.com,44.972463,-116.8597028,a947c1f5-bc3c-4660-9c0f-72aa10b6e772,Organic,OR,97840
710,Kali Hodkiewicz,2662 Sand Bar Road,1973-07-20,Chuckey,2019-04-02T10:04:08.263,kali-hodkiewicz@hotmail.com,36.1922535,-82.6589703,9aaa9dfb-4b14-492b-9cd0-f4e864492515,Facebook,TN,37641
711,Ciara Green,515-521 South Lambert Street,1967-04-01,Brazil,2019-01-12T11:11:44.418,ciara.green@yahoo.com,39.5195547,-87.1212157,232a7332-965e-41b9-822c-dd7ae4851f04,Google,IN,47834
712,Dalton Renner,19916 Harvard Avenue,1979-11-23,Warrensville Heights,2017-09-10T11:23:48.075,renner-dalton@yahoo.com,41.44949889999999,-81.5390384,a20d5f27-d8d8-470f-b7ae-1d84aa8d1b47,Organic,OH,44122
713,Waldo Bartell,9613 East Mount Spokane Park Drive,1979-08-11,Mead,2017-01-30T20:51:43.793,bartell.waldo@yahoo.com,47.789402,-117.27539,77715129-f480-4b43-b277-a33fd20b3d02,Google,WA,99021
714,Dakota Mante,7864-7870 South 1600 East,1994-03-25,Rexburg,2017-04-30T08:05:05.026,mante-dakota@yahoo.com,43.7183199,-111.7442182,38cbdaa2-6a2f-4b83-a80d-fa25db837eab,Google,ID,83440
715,Lafayette Kertzmann,8505 County Road 57,1981-10-06,Keenesburg,2016-11-05T15:27:38.476,lafayette-kertzmann@yahoo.com,40.1236675,-104.5281548,5e42b188-6711-4dff-9f27-41cbfbb0b240,Twitter,CO,80643
716,Ben Roob,37592 South Kilgore Road,1965-06-15,Kilgore,2016-09-26T17:38:42.868,roob-ben@gmail.com,42.8495931,-100.9546814,2f2e5fc3-36a7-4030-a537-eea32a7a88a6,Facebook,NE,69216
717,Sarai Deckow,3438 West County Road 500 South,1993-11-18,Clayton,2018-12-16T19:55:21.265,sarai.deckow@hotmail.com,39.690456,-86.58319499999999,6bc8e7e1-5e1a-4304-bb51-b1acba2a85b2,Facebook,IN,46118
718,Deon Gerlach,10001-10199 48th Street Northeast,1991-11-08,Lakota,2018-11-29T11:45:50.343,deon.gerlach@gmail.com,48.107966,-98.453614,b2210099-27dc-4267-bacb-2ad6f464156c,Google,ND,58344
719,Odell McCullough,871 Stanley Road,1974-01-02,Two Harbors,2018-06-18T01:18:42.865,mccullough.odell@hotmail.com,47.098346,-91.817061,e4dc790d-9433-457c-8503-7818baa9ae25,Twitter,MN,55616
720,German Ankunding,19000-19998 North 300 East Road,1994-11-09,Flanagan,2017-02-17T13:16:47.443,german.ankunding@gmail.com,40.910567,-88.8735779,88fe77e7-571d-45fc-887b-1e69d44a1109,Google,IL,61740
721,Charlene Bayer,33049 275th Street,1976-12-06,Dallas,2018-07-20T06:07:24.577,charlene-bayer@hotmail.com,43.4110729,-99.56864089999999,b795f14a-1ed6-411f-acf9-d2549eaf0ac2,Google,SD,57529
722,Leila Considine,562 Andrews Road,1992-07-09,Harrison,2016-05-30T01:07:01.559,leila-considine@gmail.com,42.63015499999999,-103.736465,7373768b-1762-48c3-b38e-31573f3ae3b4,Facebook,NE,69346
723,Shany Turcotte,12490 Nevada 400,1991-11-01,Imlay,2016-07-05T05:54:34.319,turcotte.shany@hotmail.com,40.5366017,-118.0511495,fb8abe67-844e-4369-a377-23df5183a49b,Organic,NV,89418
724,Vito Haag,1468-1814 County Road S-45-122,1978-07-06,Andrews,2017-03-27T09:42:59.128,vito-haag@yahoo.com,33.4474665,-79.637743,46989b6b-4382-4915-9a63-bac604117550,Organic,SC,29510
725,Sedrick Harvey,617 Wheeler Creek Road,1973-04-08,Big Timber,2016-11-29T18:25:24.297,harvey-sedrick@hotmail.com,46.074001,-110.0419413,f863310d-d831-4444-8788-d1d6ca039a0c,Facebook,MT,59011
726,Abelardo Weissnat,31401-31799 Bryant Way Southwest,1980-05-03,Albany,2017-03-01T12:38:38.273,abelardo.weissnat@yahoo.com,44.6353768,-123.1255399,e8e329ad-e37b-4d26-8a5d-cfe4b1e9ac09,Affiliate,OR,97321
727,Cecelia Rolfson,1871 Buck Creek Road,1999-01-03,Cottonwood Falls,2019-01-21T03:54:11.875,rolfson-cecelia@gmail.com,38.334902,-96.54696059999999,ba859114-fc00-4b68-a019-75004f404d95,Facebook,KS,66845
728,Burnice Daugherty,4957-4963 Dowd Road,1999-10-11,West End,2018-05-21T20:22:44.084,daugherty-burnice@gmail.com,35.2986389,-79.54832239999999,a5c5e517-5040-4aa4-8c00-54b3edc090d6,Facebook,NC,27376
729,Maurice Rippin,72000-72999 400th Street,1990-02-22,Bird Island,2018-12-16T20:39:08.495,rippin.maurice@gmail.com,44.63497,-94.87430189999999,3e0bd368-504d-4c59-9760-eaa317a38d29,Affiliate,MN,55310
730,Arielle Mitchell,7494 Sunrise Road,1960-01-26,Wausau,2016-05-09T19:39:12.907,mitchell-arielle@hotmail.com,45.0184419,-89.45760779999999,b82c1e72-78f8-4d90-a825-757f9d257f25,Facebook,WI,54403
731,Eldon Herman,59001-62733 Huerfano Meter Station Road,1997-06-23,Fowler,2017-06-10T01:55:29.494,eldon.herman@yahoo.com,38.0828436,-104.138255,64a444f8-36f0-4852-8b8f-53d23343311d,Twitter,CO,81039
732,Barry McKenzie,44915-44965 182nd Street,1993-12-19,Hayti,2016-10-10T04:20:50.832,barry.mckenzie@hotmail.com,44.7461575,-97.22435259999999,18fbce8d-bcc4-44f5-811d-1c88aec7619d,Affiliate,SD,57241
733,Jerry Stracke,9301-9351 South Rangeline Road,1990-06-02,Columbia,2016-11-01T10:02:03.315,jerry.stracke@hotmail.com,38.84375530000001,-92.2123464,d59fa15c-566c-48ca-ac35-f2cd9dc61d57,Google,MO,65201
734,Weldon McLaughlin,81785 Sears Road,1968-01-27,Creswell,2016-08-09T16:28:15.333,weldon.mclaughlin@yahoo.com,43.878749,-123.004424,1410a1d6-d40d-4199-91d0-5694c84a30a1,Twitter,OR,97426
735,Taryn Klocko,10 Olive Drive,1959-05-09,Porterville,2018-02-24T22:33:54.302,klocko-taryn@hotmail.com,36.067496,-118.962811,f62c1819-fc13-47c9-9106-e3bb735d64df,Affiliate,CA,93257
736,Valerie Davis,540 Big Branch Hollow Road,1959-06-15,Pembroke,2016-08-06T10:05:55.021,davis-valerie@yahoo.com,37.353904,-80.63106499999999,0df48b54-f32b-4389-8ded-58d76e6f169c,Organic,VA,24136
737,Hipolito Kulas,212 Hyde Road,1984-02-22,Jay,2017-04-13T01:00:37.087,kulas-hipolito@yahoo.com,44.5013568,-70.190512,3df61222-2f5c-41f4-8dbd-a2d638b7ff0e,Organic,ME,04239
738,Bonita Hoppe,1648 Redwood Road,1970-05-25,Kirkman,2016-06-15T02:43:07.701,bonita-hoppe@gmail.com,41.7447019,-95.230696,c458450e-943c-4835-90cd-0e16f35e00e7,Facebook,IA,51447
739,Catalina Smith,R Love Joy Road,1959-02-01,Troy,2016-07-17T21:51:11.125,smith.catalina@yahoo.com,35.4066559,-79.91025669999999,5cc38b59-d32e-4ad0-8bd6-e7e9c0f9ce38,Twitter,NC,27371
740,Aida Cruickshank,49055 Aberdeen Avenue,1965-12-12,Baring,2019-01-06T00:54:37.795,aida.cruickshank@hotmail.com,40.24334390000001,-92.29689409999999,b771b0d6-1d5c-4a37-b7d1-21e5ff578086,Affiliate,MO,63531
741,Marcelo Ferry,1104 Summer Street,1966-05-16,Anaktuvuk Pass,2019-03-09T03:16:05.305,marcelo-ferry@gmail.com,68.1407585,-151.7337144,2219eb57-9c7b-4e62-b785-0e169a051502,Affiliate,AK,99721
742,Garret Kulas,4337 Sucker Creek Road,1961-02-27,Black River,2018-01-11T13:48:52.683,garret-kulas@hotmail.com,44.75825709999999,-83.34710319999999,4137b739-8be3-4b8a-828d-2dd3a5a42760,Twitter,MI,48721
743,Stacy Considine,34200 South Answer Creek Road,1980-01-09,Talkeetna,2016-06-24T05:42:33.696,stacy-considine@yahoo.com,62.21401100000001,-149.953529,c0970902-403a-43b9-8463-93c62168fca3,Affiliate,AK,99676
744,Reid Reilly,104 Carry Lane,1981-11-17,Indian Lake,2017-02-04T04:51:20.09,reid-reilly@hotmail.com,43.8345894,-74.5497638,3535d17e-1599-4797-98e3-c0e02b8c247a,Google,NY,12812
745,Kurtis Parker,37714 Owyhee Highway,1991-01-25,Grand View,2017-04-08T20:39:37.336,kurtis.parker@gmail.com,42.9445834,-116.06033,b0a09665-6a0d-4eef-b30c-554ec15f1c92,Affiliate,ID,83624
746,Andre Stamm,444 28th Street,1960-01-06,New Auburn,2017-04-27T17:34:34.187,andre.stamm@hotmail.com,45.270075,-91.58520299999999,710921e8-79c6-4bff-bdc4-499c89ffedb9,Twitter,WI,54757
747,Lexi Adams,23600 County Road 181,1999-04-26,Bullard,2016-11-30T16:58:31.977,lexi.adams@hotmail.com,32.139047,-95.380782,2c01b876-4d00-4ffd-a85b-28afdd15fa42,Google,TX,75757
748,Eden Jenkins,4422-4657 Mount Zion Road,1962-02-05,Blacksburg,2017-11-08T02:23:58.772,jenkins.eden@yahoo.com,37.2135641,-80.5379223,0f864bfb-866c-40e5-b9f4-f44e9afca38f,Organic,VA,24060
749,Melissa Cormier,656 Coyote Lane,1962-08-25,Anderson,2016-06-29T22:15:08.608,melissa.cormier@hotmail.com,36.6163612,-94.5197949,8fbd4273-8ff2-4819-b636-49b719fa97c2,Affiliate,MO,64831
750,Jermain Kohler,1434 Patten Coolidge Road,1979-01-08,Thomasville,2018-11-22T13:16:35.065,kohler.jermain@hotmail.com,30.9334562,-83.8215372,9bbce491-1edd-442f-85b2-20005811c589,Affiliate,GA,31757
751,Eli Haag,56 10 Mile Road,1973-01-21,Ashland,2016-08-08T04:33:34.445,eli.haag@hotmail.com,45.4285494,-106.0600979,43e478ef-c758-4df0-9b0c-f40952393a07,Affiliate,MT,59003
752,Vivianne Roob,371 Ball-Adams Road,1963-03-16,Rhine,2018-07-19T15:29:39.123,vivianne-roob@yahoo.com,32.0184677,-83.23612779999999,d70d0e05-3e1c-4791-8a17-7b9237f1f93e,Affiliate,GA,31077
753,Rebekah Lueilwitz,870 Morris Creek Road,1959-07-11,Andrews,2016-05-02T09:00:13.599,lueilwitz-rebekah@hotmail.com,35.22150310000001,-83.87637219999999,fc88a3fa-751a-419f-a627-b9270d08b3fd,Google,NC,28901
754,Ellsworth Watsica,21636-23044 Chalk Creek Drive,1958-05-31,Nathrop,2019-04-07T08:44:51.447,watsica-ellsworth@hotmail.com,38.7088689,-106.2974023,182bcca5-3d68-4bca-93e6-00f5cd097afa,Google,CO,81236
755,Cedrick Kling,2870 Heart Butte Road,1987-09-26,Heart Butte,2018-09-12T10:52:58.423,cedrick.kling@yahoo.com,48.2479813,-112.7933473,e76f47fb-5fdb-47db-8ead-2b4960b1f3b0,Twitter,MT,59448
756,Kennedi Waters,25651 440th Street,1966-08-06,Staples,2018-07-20T12:37:33.69,waters.kennedi@hotmail.com,46.2673028,-94.83111799999999,7e5dda98-6d23-42ad-b275-b82d90acbdfc,Twitter,MN,56479
757,Teresa Hodkiewicz,10856-10872 Colorado 131,1995-12-03,Bond,2018-07-04T07:39:16.247,teresa-hodkiewicz@hotmail.com,39.8195973,-106.6488937,f60c18e1-46ec-41ac-832b-a74d5af8c334,Organic,CO,80423
758,Dolly Bernhard,1-1245 Lee Road 146,1997-08-13,Marianna,2018-12-22T03:04:51.254,bernhard-dolly@gmail.com,34.6729655,-90.9358108,a1239362-36f2-40f9-bcc8-c0563cf421ff,Organic,AR,72360
759,Nicole Walker,1430 Camp Road,1964-05-04,Hubbardton,2018-03-09T23:14:33.13,walker-nicole@yahoo.com,43.73931109999999,-73.2099542,b9deb67d-9f05-417d-8bde-9fb9afce8bf6,Organic,VT,05733
760,Louie Willms,2045-2099 North Fork Highway,1966-10-07,Cody,2016-07-03T15:39:46.771,willms.louie@gmail.com,44.4667235,-109.646441,87f7beed-2391-4985-aed5-5e29509c54b6,Twitter,WY,82414
761,Newton Klocko,8945 Mississippi 35,1967-07-02,Mize,2017-02-14T03:09:10.387,klocko.newton@gmail.com,31.85133149999999,-89.56420399999999,583cab46-ffae-4f29-9596-ca4fae2939b8,Affiliate,MS,39116
762,Marc Schmitt,4-6 Berm Road,1958-05-16,Delta Junction,2017-12-18T18:12:28.536,schmitt-marc@hotmail.com,64.11335319999999,-145.7153202,79738aef-1cad-4caa-b00d-61cadc7695b3,Twitter,AK,99737
763,Ezekiel McLaughlin,993 Bremen Road,1972-02-21,Waldoboro,2017-05-08T22:51:41.132,mclaughlin.ezekiel@yahoo.com,44.08427500000001,-69.424667,aab9e1b9-2d87-495e-afb9-dd0f34876c99,Twitter,ME,04572
764,Ike Keebler,2684 140 Street,1994-06-27,Clarinda,2016-12-20T17:25:21.203,keebler.ike@gmail.com,40.8418528,-95.0637706,4d70a938-93a7-4b51-b302-984d5e175d33,Affiliate,IA,51632
765,Vicente Kessler,4144-4174 Cedar Avenue,1980-09-15,West Bloomfield Township,2018-06-23T17:30:50.88,vicente-kessler@gmail.com,42.5752479,-83.4225818,df98d95d-f63d-40e2-ad90-8bd30218a8a8,Google,MI,48323
766,Zula Boehm,1100-1140 1100th Street,1983-02-09,Iola,2018-02-17T09:08:25.065,zula.boehm@hotmail.com,37.9000567,-95.4400805,58c36ebd-75db-4978-b400-a87427de44ea,Organic,KS,66749
767,Clementina Johnston,5370 Oregon 201,1961-08-25,Ontario,2016-06-19T01:18:23.854,johnston.clementina@gmail.com,44.211073,-116.980414,825c4eed-6787-4dce-95d3-2e1d4e2e9f96,Organic,OR,97914
768,Schuyler Hills,1439 Old Stage Coach Road,1989-05-20,Wyalusing,2018-06-08T21:44:31.164,hills-schuyler@gmail.com,41.69714279999999,-76.2646924,186ad3a2-6896-4df2-9726-533f0be8c841,Facebook,PA,18853
769,Maverick Roob,169-303 Tenneco Road,1973-03-09,Little America,2018-11-20T13:17:07.025,maverick-roob@hotmail.com,41.517833,-109.7861365,439aed3d-76f0-4118-933a-c67aeaf45cf1,Affiliate,WY,82929
770,Jay Bruen,41643-41645 Stanciu Road,1993-07-14,Richland,2018-09-18T04:50:14.962,jay-bruen@yahoo.com,44.767292,-117.2465541,f0875193-91ea-4c86-89e7-11f412fa1c59,Twitter,OR,97870
771,Kevon Morar,11574 South Highway 16,1961-05-25,Drumright,2019-01-30T12:38:00.091,kevon.morar@yahoo.com,35.9428891,-96.5972493,f8e96971-6192-48e5-b8a8-3a5e98a69121,Affiliate,OK,74030
772,Santa Harvey,17465 North Reservoir Road,1973-11-12,Rathdrum,2018-05-22T00:26:37.489,santa.harvey@gmail.com,47.830185,-116.902588,3127a5ea-e28b-4313-bb6e-3fd562230ae5,Twitter,ID,83858
773,Willis Kuvalis,17767-18027 Britto Road,1987-07-22,Dos Palos,2017-01-20T23:49:38.951,kuvalis-willis@yahoo.com,37.0261329,-120.7084354,e92eb741-d2c6-4d21-bc18-393d0bf6aa37,Affiliate,CA,93620
774,Celestino Bernhard,8797-8799 43rd Street Southwest,2000-02-19,Richardton,2018-10-15T19:40:48.087,celestino-bernhard@yahoo.com,46.7897253,-102.3069165,4707ae6e-e199-4eab-91c8-b625e0f27b1c,Affiliate,ND,58652
775,Osvaldo Steuber,18895 North Bluegrass Road,1974-02-11,Martinsville,2016-12-28T01:00:59.672,steuber.osvaldo@hotmail.com,39.4218773,-87.8772173,fe22880c-751f-448b-8246-83ec54988175,Organic,IL,62442
776,Clemens Hansen,1561 Holly Ridge,1962-08-20,Delbarton,2017-02-10T19:55:02.674,clemens.hansen@gmail.com,37.7548839,-82.11584700000002,b0590c83-9db6-4d48-98cc-27455fbcdd8e,Organic,WV,25670
777,Mozell Frami,133 New York 28,1968-07-15,Forestport,2018-06-06T15:25:14.314,mozell.frami@gmail.com,43.6115287,-75.10066379999999,d5be15e5-07b8-4b8a-96a1-10781e20f172,Organic,NY,13338
778,Lavina Schultz,977 Harding Highway,1992-06-23,Newfield,2019-04-03T13:14:23.725,schultz.lavina@hotmail.com,39.5495735,-74.9842683,332a9330-bc29-48b1-8277-c3d801827640,Affiliate,NJ,08344
779,Carrie Heidenreich,73606 342 Avenue,1969-03-07,Wauneta,2017-11-30T14:47:40.159,heidenreich.carrie@gmail.com,40.4986933,-101.4616215,46eb27d9-6a8a-4e68-a1b7-e68a448e7057,Google,NE,69045
780,Fleta Leuschke,18236 Liv 216,1996-10-24,Chula,2019-01-24T19:09:57.287,leuschke-fleta@yahoo.com,39.88439229999999,-93.44229159999999,d2eedcf3-a925-41b2-a0ca-21f7e6858342,Affiliate,MO,64635
781,Muriel Labadie,6275 County Road 261,1964-10-11,Zephyr,2016-12-04T08:43:49.099,labadie.muriel@yahoo.com,31.6453016,-98.7931651,6d15bea8-f35b-45c3-b70f-af595f40522a,Affiliate,TX,76890
782,Iva Waelchi,13210 County Road 7480,1969-03-11,Rolla,2016-07-25T17:30:45.798,waelchi.iva@yahoo.com,37.8124198,-91.809668,17a3ab80-9fa4-40fd-a13b-1f3e610c58df,Facebook,MO,65401
783,Shayne Crona,1701 Lode Road,1963-10-03,Judith Gap,2017-08-04T13:46:24.087,crona-shayne@gmail.com,46.6246575,-109.9853737,517f5367-f8eb-41ec-ad8b-de01fe35a4b2,Facebook,MT,59453
784,Felton Keebler,4243 County Road 6,1965-05-04,Silas,2016-11-16T17:59:56.622,felton.keebler@gmail.com,31.7721425,-88.30609899999999,38fe3b91-2c8e-415a-a76c-13aaa135bfe8,Twitter,AL,36919
785,Jewell Wolf,W1521 U.S. 8,1982-10-24,Hawkins,2018-03-02T14:28:07.621,wolf-jewell@yahoo.com,45.5132811,-90.7530905,e6d47edd-29b6-4cda-a1e7-40021168e33f,Twitter,WI,54530
786,Karine Mante,18315 Brenridge Drive,1997-03-25,Brandy Station,2016-12-21T03:00:25.388,karine.mante@gmail.com,38.53201540000001,-77.9146172,ad3b82a1-a50a-410a-a4b1-aa2c30bbe894,Google,VA,22714
787,Dina Wolf,922 Rock Creek Road,1978-07-24,Broxton,2017-08-26T13:17:37.922,wolf.dina@yahoo.com,31.727264,-82.86896999999999,afc645e6-04bf-47e7-abb9-6615ae5cf8d1,Facebook,GA,31519
788,Conner Windler,18926-19804 County Road 42,1996-07-30,Aguilar,2018-07-28T20:39:59.853,conner.windler@gmail.com,37.3029865,-104.8068505,80df15ba-f6e6-4dea-bbfa-313ac9c76cc1,Google,CO,81020
789,Cierra Kuvalis,24915-24999 Fosters Bay Road,1972-04-01,Hayes,2019-02-16T00:07:12.005,kuvalis-cierra@yahoo.com,44.7078688,-101.1166327,64472c2c-11b5-478d-a285-1e1a0258d157,Affiliate,SD,57537
